F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
23,65000,M,3.0,P,8000,7.14,0.12,N,0,A
24,65000,M,8.0,P,6300,11.71,0.1,N,0,B
44,175000,M,9.0,H,15000,7.66,0.09,N,0,A
23,42000,R,2.0,P,14000,16.89,0.33,N,1,D
26,52000,R,11.0,E,7000,7.88,0.13,N,0,A
23,50000,O,4.0,V,4800,5.99,0.1,N,0,A
22,65400,R,1.0,E,12000,13.06,0.18,N,0,C
43,65000,O,4.0,M,15000,11.71,0.23,N,0,B
30,42000,R,0.0,M,8450,8.59,0.2,N,0,A
37,65000,R,2.0,E,13000,12.99,0.2,Y,0,C
23,65000,R,3.0,M,5000,13.98,0.08,Y,0,C
25,96000,M,0.0,V,5000,11.83,0.05,N,0,B
27,27720,R,1.0,E,7000,10.95,0.25,N,0,B
33,24720,R,5.0,D,5000,7.49,0.2,N,0,A
27,49500,R,6.0,P,6000,11.22,0.12,N,0,C
36,59800,M,20.0,V,18200,18.25,0.3,Y,0,D
22,39000,R,4.0,M,5000,6.99,0.13,N,0,A
25,36000,M,5.0,V,4800,17.93,0.13,N,0,E
22,43000,R,5.0,V,2400,10.99,0.06,N,0,B
25,80000,R,0.0,M,10000,10.37,0.13,N,0,B
24,92341,R,9.0,D,12000,7.51,0.13,N,0,A
22,57860,M,1.0,E,20000,11.41,0.35,N,0,C
30,97000,M,5.0,V,25000,16.32,0.26,Y,0,D
31,26900,R,1.0,V,8325,7.51,0.31,N,1,A
33,99996,M,14.0,P,6000,11.11,0.06,N,0,B
29,40000,O,0.0,M,5000,5.42,0.13,N,0,A
26,130000,M,5.0,P,35000,18.25,0.27,Y,0,D
40,39500,O,0.0,P,10000,7.29,0.25,N,0,A
25,25000,O,3.0,E,3000,6.76,0.12,N,0,A
29,89000,R,1.0,E,28800,7.49,0.32,N,1,A
31,42000,R,2.0,M,7000,7.9,0.17,N,0,A
21,62004,R,0.0,V,15000,7.29,0.24,N,0,A
24,121000,R,8.0,P,20000,8.9,0.17,N,0,A
26,110004,M,1.0,V,12000,10.36,0.11,N,0,B
24,47000,M,0.0,P,12000,13.49,0.26,Y,0,C
21,30000,R,5.0,E,7500,11.83,0.25,N,0,B
25,66000,M,7.0,M,5875,10.91,0.09,Y,0,C
22,14400,R,5.0,V,2800,6.54,0.19,N,1,A
22,69600,R,6.0,P,12000,7.29,0.17,N,0,A
22,50000,R,5.0,P,10000,11.71,0.2,N,0,B
32,58650,R,6.0,M,17400,15.05,0.25,N,1,D
29,46344,R,0.0,E,3500,11.36,0.08,N,0,B
29,60000,R,0.0,H,4000,7.88,0.07,N,0,A
22,40000,R,2.0,D,12000,10.99,0.3,N,0,B
25,130000,M,0.0,H,6325,6.54,0.05,N,0,A
23,22800,M,3.0,P,4800,5.79,0.21,N,0,A
25,51996,R,6.0,M,8000,10.37,0.15,N,0,B
27,21112,R,0.0,P,3600,15.99,0.17,Y,1,D
39,40000,O,4.0,V,1000,10.37,0.03,N,0,B
38,27500,M,5.0,M,4700,13.92,0.17,N,0,C
27,69000,R,11.0,D,6000,15.21,0.09,N,1,D
24,22000,R,0.0,P,5550,12.41,0.25,N,1,C
22,65000,R,4.0,E,34000,17.58,0.52,N,1,D
24,30000,R,2.0,D,3350,14.72,0.11,Y,0,C
22,89000,M,6.0,P,16000,13.22,0.18,N,0,C
25,216000,M,2.0,E,25000,16.07,0.12,N,0,D
24,75360,O,4.0,V,7000,7.49,0.09,N,0,A
23,45000,R,2.0,E,1700,14.72,0.04,N,0,C
27,40000,M,11.0,D,4000,5.79,0.1,N,0,A
29,50000,R,9.0,V,8000,11.71,0.16,N,0,B
38,100280,M,1.0,V,17850,11.99,0.18,N,0,B
24,33600,R,5.0,P,4450,11.49,0.13,N,0,B
25,170000,M,0.0,E,3850,6.17,0.02,N,0,A
46,50000,R,0.0,H,4350,10.99,0.09,N,0,B
26,70000,R,3.0,E,2000,12.84,0.03,Y,0,C
26,50000,M,0.0,E,10000,7.74,0.2,N,0,A
24,30000,R,6.0,D,5000,12.69,0.17,N,1,B
28,80000,R,2.0,D,15000,11.48,0.19,N,0,B
25,25000,R,5.0,M,9000,11.49,0.36,N,1,B
32,65000,M,16.0,D,5500,7.51,0.08,N,0,A
41,34800,R,4.0,D,5000,11.99,0.14,N,0,B
22,70000,R,6.0,E,8000,6.99,0.11,N,0,A
46,70000,R,0.0,H,14000,11.26,0.2,N,0,B
28,124800,M,1.0,V,15000,12.53,0.12,Y,0,C
27,160000,R,3.0,E,10000,16.32,0.06,Y,0,E
26,59500,M,8.0,P,5100,10.37,0.09,N,0,B
30,63000,M,14.0,D,3500,7.49,0.06,N,0,A
30,68000,M,11.0,E,6000,10.59,0.09,N,0,B
46,91000,R,0.0,H,22000,18.79,0.24,N,1,E
21,30297,M,5.0,H,7550,13.22,0.25,Y,1,C
22,12000,M,7.0,E,1500,14.84,0.13,Y,0,D
21,42000,R,6.0,E,7200,5.42,0.17,N,0,A
26,97000,M,5.0,D,4000,6.62,0.04,N,0,A
24,30000,R,6.0,E,5000,12.69,0.17,N,1,B
28,140000,M,11.0,H,5000,11.49,0.04,N,0,B
30,44000,R,1.0,E,8500,11.36,0.19,N,0,B
36,135000,M,1.0,V,2500,14.91,0.02,N,0,D
24,80004,M,8.0,V,6000,8.63,0.07,N,0,A
22,43000,O,5.0,V,3500,11.49,0.08,N,0,B
21,117000,M,3.0,P,4800,14.54,0.04,N,0,D
30,36996,R,5.0,E,10000,8.9,0.27,N,0,A
26,43200,M,11.0,V,6000,12.87,0.14,N,0,C
25,48000,M,8.0,P,2250,8.49,0.05,N,1,A
23,115000,M,3.0,E,10000,10.59,0.09,N,0,B
28,53000,R,2.0,M,10000,11.89,0.19,N,0,B
27,39600,M,11.0,D,4800,6.76,0.12,N,0,A
51,115900,M,16.0,P,12000,7.88,0.1,N,0,A
29,60000,M,4.0,E,5000,7.66,0.08,N,0,A
29,27000,R,8.0,P,5000,6.76,0.19,N,0,A
24,83000,R,5.0,E,25000,11.12,0.3,N,0,B
21,28800,R,5.0,D,8000,9.88,0.28,N,0,B
26,37000,R,5.0,V,14500,15.33,0.39,N,1,D
47,75000,R,3.0,H,15000,13.48,0.2,Y,0,C
30,95000,M,14.0,P,25000,11.12,0.26,N,0,B
28,80000,M,13.0,P,21000,11.36,0.26,N,0,B
22,21600,R,0.0,E,9600,7.49,0.44,N,1,A
32,125000,M,4.0,E,9000,6.62,0.07,N,0,A
24,83000,R,3.0,H,3200,6.99,0.04,N,0,A
23,84000,R,0.0,D,12500,6.54,0.15,N,0,A
25,48000,M,9.0,E,7000,12.09,0.15,Y,0,C
24,41000,R,4.0,M,15600,12.87,0.38,Y,1,C
25,75000,R,4.0,M,7000,7.49,0.09,N,0,A
26,90000,R,0.0,H,14000,6.03,0.16,N,0,A
32,48000,R,5.0,D,5000,11.49,0.1,N,0,B
23,126000,R,0.0,P,8000,13.23,0.06,N,0,C
27,65000,R,5.0,P,7000,16.82,0.11,N,0,E
24,185000,M,8.0,P,10000,6.92,0.05,N,0,A
23,80000,R,1.0,V,2000,9.99,0.03,N,0,B
28,100000,M,13.0,H,12000,7.88,0.12,N,0,A
33,57000,M,7.0,E,15000,10.39,0.26,N,0,B
22,74000,R,6.0,V,8500,11.71,0.11,N,0,B
31,43288,R,7.0,E,10000,10.74,0.23,N,0,B
30,230000,M,14.0,D,12000,13.98,0.05,Y,0,C
24,61000,R,2.0,H,20000,12.18,0.33,N,1,B
24,90000,R,0.0,D,5000,10.59,0.06,N,0,B
22,64000,M,1.0,D,6625,6.62,0.1,N,0,A
29,42000,M,6.0,E,5500,7.66,0.13,N,1,A
30,68000,R,5.0,E,16000,14.09,0.24,N,0,D
24,45000,M,8.0,E,5000,5.79,0.11,N,0,A
26,15000,R,8.0,M,3200,12.21,0.21,N,1,B
24,38400,R,6.0,D,9000,7.9,0.23,N,0,A
38,60000,M,9.0,V,10000,7.51,0.17,N,0,A
22,30000,M,6.0,V,3200,13.48,0.11,N,0,C
24,69000,R,0.0,H,20000,14.82,0.29,N,1,E
26,56000,R,4.0,D,25000,12.87,0.45,N,1,C
22,55000,M,4.0,P,5000,7.66,0.09,N,0,A
24,78000,M,0.0,D,19500,15.31,0.25,N,1,D
31,48000,O,0.0,H,20000,10.62,0.42,N,0,B
22,42000,M,6.0,M,3000,6.03,0.07,N,0,A
36,15000,R,0.0,P,5000,10.59,0.33,N,1,C
25,154000,M,4.0,P,12225,7.49,0.08,N,0,A
28,48000,R,1.0,P,11200,14.26,0.23,N,0,C
31,68000,M,2.0,D,18000,10.0,0.26,N,0,B
22,30000,O,5.0,V,3000,10.36,0.1,N,0,B
27,39996,R,7.0,D,2500,15.65,0.06,N,1,D
28,86000,M,12.0,V,15600,5.99,0.18,N,0,A
33,38000,M,0.0,E,2500,13.22,0.07,N,0,C
28,84000,R,3.0,H,15000,11.86,0.18,N,0,B
25,42900,R,5.0,P,12000,8.9,0.28,N,0,A
23,36000,R,3.0,V,15000,13.49,0.42,Y,1,C
32,46000,R,0.0,H,3000,16.29,0.07,N,1,D
24,98004,R,0.0,D,16000,16.32,0.16,N,1,D
27,31200,R,2.0,P,3000,10.99,0.1,N,0,B
27,31200,R,0.0,V,6000,13.49,0.19,Y,0,C
22,40000,M,5.0,D,8000,9.76,0.2,N,0,B
23,45000,M,4.0,D,10000,11.71,0.22,N,0,B
25,55000,R,1.0,M,7200,7.9,0.13,N,0,A
37,39480,O,4.0,V,8000,8.49,0.2,N,0,A
28,42200,M,5.0,V,13200,11.48,0.31,N,0,B
23,40000,R,2.0,E,1000,6.03,0.03,N,0,A
23,157500,R,1.0,E,10000,12.69,0.06,N,0,B
28,38196,M,5.0,P,10750,10.75,0.28,N,0,B
22,25000,R,0.0,D,2500,11.14,0.1,N,0,B
36,99500,O,5.0,V,4000,7.74,0.04,N,0,A
45,34800,R,6.0,M,4000,13.49,0.11,N,0,C
26,41000,R,10.0,D,5600,15.96,0.14,N,0,C
34,125000,M,0.0,M,9175,10.99,0.07,N,0,B
32,63000,M,6.0,P,8000,6.17,0.13,N,0,A
26,53004,R,10.0,H,11000,5.79,0.21,N,0,A
39,70000,R,5.0,E,13000,11.99,0.19,N,0,B
35,72000,M,3.0,H,12800,6.62,0.18,N,0,A
30,102000,M,4.0,E,12250,7.66,0.12,N,0,A
32,33600,O,0.0,E,8000,16.02,0.24,N,0,D
28,65000,M,12.0,E,24000,10.99,0.37,N,0,B
28,74600,O,12.0,P,9500,10.78,0.13,N,0,C
25,42360,R,1.0,E,25000,16.35,0.59,Y,1,E
22,82000,R,3.0,P,21600,13.61,0.26,Y,0,C
52,85000,R,1.0,D,11000,12.42,0.13,N,0,B
35,19000,R,2.0,H,3300,13.85,0.17,N,1,C
27,83300,R,11.0,M,20000,16.0,0.2,Y,1,D
30,83000,R,7.0,P,16775,11.97,0.2,N,0,C
25,30000,R,1.0,E,9950,8.49,0.33,N,1,A
40,66000,O,25.0,P,6125,14.65,0.09,N,0,C
23,40000,R,6.0,E,15000,11.71,0.38,N,1,B
23,56700,M,7.0,V,12000,5.42,0.21,N,0,A
28,54590,R,3.0,E,5000,6.03,0.09,N,0,A
23,47000,R,7.0,P,2400,13.75,0.05,Y,0,E
24,25040,M,1.0,V,5000,5.79,0.2,N,0,A
22,88620,M,6.0,D,24000,6.62,0.27,N,0,A
23,72000,R,3.0,M,19000,10.99,0.26,N,0,B
23,55000,R,5.0,P,4000,11.86,0.07,N,0,B
26,46000,M,8.0,H,7000,9.99,0.15,N,1,B
28,25000,R,1.0,V,5000,7.51,0.2,N,0,A
27,108000,M,11.0,D,25000,14.96,0.23,Y,1,D
23,50000,M,2.0,E,8000,13.61,0.16,N,0,C
26,44000,R,5.0,M,4600,13.99,0.1,N,1,C
31,116004,M,13.0,M,6775,8.59,0.06,N,0,A
39,164000,M,18.0,V,35000,13.99,0.21,Y,0,C
34,300000,M,18.0,D,16000,10.74,0.05,N,0,B
33,54000,M,7.0,V,7500,13.22,0.14,N,0,C
24,85000,M,8.0,E,20000,11.11,0.24,N,0,B
36,64000,M,20.0,D,6800,18.39,0.11,Y,1,E
31,30000,R,4.0,M,2200,7.49,0.07,N,0,A
23,80000,M,5.0,V,20000,14.96,0.25,N,0,D
24,40000,R,1.0,E,3900,12.23,0.1,Y,0,C
47,54996,M,7.0,M,9000,10.38,0.16,N,0,B
39,24000,R,0.0,M,2000,10.99,0.08,N,0,B
28,61000,M,12.0,P,12000,9.99,0.2,N,0,B
43,80000,M,3.0,V,9800,5.99,0.12,N,0,A
27,104550,M,0.0,M,23000,18.43,0.19,N,1,F
24,100000,R,5.0,P,10000,7.51,0.1,N,0,A
22,24500,R,3.0,D,4500,8.94,0.18,N,0,A
32,140000,M,16.0,V,25000,10.08,0.18,N,0,B
24,61781,M,6.0,E,17800,10.25,0.29,N,0,B
26,26000,R,10.0,E,20050,9.76,0.77,N,1,B
22,67200,R,6.0,D,4800,16.7,0.07,Y,1,E
24,50000,R,0.0,E,8000,7.74,0.16,N,0,A
28,158367,M,5.0,M,12000,6.62,0.08,N,0,A
25,84000,M,8.0,V,6000,10.62,0.07,N,0,B
23,42000,M,5.0,E,2000,15.2,0.05,Y,1,D
22,41000,M,0.0,V,6400,9.99,0.16,N,0,B
24,36000,R,4.0,V,18200,8.88,0.51,N,1,B
23,82650,R,7.0,P,10000,12.21,0.12,N,0,B
24,51000,M,5.0,E,8000,10.96,0.16,N,0,B
22,24744,O,5.0,V,5000,11.89,0.2,N,0,B
28,90000,M,7.0,P,12000,8.32,0.13,N,0,A
29,32000,M,2.0,V,12000,7.88,0.38,N,0,A
28,48879,R,4.0,P,5000,12.42,0.1,N,0,B
22,60000,R,5.0,M,7000,9.99,0.12,N,0,B
26,77100,R,6.0,D,8350,6.99,0.11,N,0,A
22,120000,M,5.0,M,18000,8.94,0.15,N,0,A
30,79000,M,3.0,H,6000,9.63,0.08,N,0,A
51,667680,M,19.0,P,10000,13.98,0.01,Y,0,C
21,8000,R,1.0,D,2800,7.4,0.35,N,1,A
42,85000,R,3.0,M,5750,12.99,0.07,Y,0,C
23,63800,R,7.0,E,5000,9.99,0.08,N,0,B
27,125000,M,11.0,M,30000,10.99,0.24,N,0,B
32,54000,M,2.0,H,7125,9.99,0.13,N,1,B
23,54000,R,7.0,E,1500,9.62,0.03,N,0,B
40,36000,O,4.0,E,2000,13.57,0.06,Y,0,C
21,76800,M,5.0,P,8000,14.96,0.1,Y,0,D
25,44000,R,2.0,V,2000,7.66,0.05,N,0,A
33,150000,M,0.0,D,4000,10.37,0.03,N,0,B
23,74000,R,7.0,H,7000,6.03,0.09,N,1,A
25,61000,O,2.0,P,15000,14.65,0.25,N,0,C
26,14400,R,1.0,P,2000,17.49,0.14,N,1,D
28,30000,R,6.0,V,4200,15.23,0.14,Y,0,C
27,57600,M,11.0,P,8500,7.14,0.15,N,0,A
25,51850,R,2.0,M,3600,13.99,0.06,N,1,C
28,55200,M,12.0,V,3000,11.72,0.05,N,0,C
27,20000,R,0.0,D,4350,16.29,0.22,Y,1,D
37,108000,R,0.0,V,20000,16.32,0.19,N,1,E
22,31500,R,1.0,V,6800,14.11,0.22,N,1,D
42,160000,M,0.0,M,22000,6.99,0.14,N,0,A
23,90000,R,5.0,V,7500,15.58,0.08,Y,0,D
144,250000,R,4.0,V,4800,13.57,0.02,N,0,C
23,55000,R,4.0,E,10000,10.37,0.18,N,0,B
23,36000,O,3.0,E,8500,7.51,0.24,N,0,A
25,26729,R,5.0,M,7300,11.14,0.27,N,0,B
43,93000,M,7.0,P,7000,7.14,0.08,N,0,A
27,110000,M,4.0,P,2500,8.07,0.02,N,0,A
42,50426,R,0.0,P,4200,7.49,0.08,N,0,A
24,89523,R,8.0,P,3000,10.25,0.03,N,0,B
27,35520,R,1.0,V,7000,14.91,0.2,Y,1,D
22,48000,R,6.0,E,15000,7.51,0.31,N,1,A
23,130000,M,7.0,M,25000,11.12,0.19,N,0,B
30,62256,M,1.0,H,9000,15.05,0.14,Y,0,D
28,40000,R,12.0,V,12000,11.11,0.3,N,0,B
33,24947,R,3.0,H,6625,12.69,0.27,N,1,B
24,30000,R,6.0,D,6000,7.51,0.2,N,0,A
23,50000,R,1.0,D,3000,8.49,0.06,N,0,A
25,80000,M,5.0,V,12000,5.99,0.15,N,0,A
28,32400,R,3.0,D,12000,14.26,0.37,N,1,C
34,50000,R,2.0,M,2800,11.86,0.06,N,0,B
36,1200000,O,16.0,M,10000,6.54,0.01,N,0,A
23,55000,O,5.0,V,15000,13.49,0.27,N,0,C
31,83000,M,9.0,V,18000,19.74,0.22,Y,1,F
28,95000,M,5.0,E,12000,13.11,0.13,N,0,C
21,48000,R,5.0,V,6000,13.48,0.13,N,0,C
47,65000,R,1.0,M,3100,13.49,0.05,N,0,C
27,95500,R,1.0,E,12000,11.11,0.13,N,0,B
25,85000,M,9.0,P,1000,9.32,0.01,N,0,A
40,95000,R,0.0,P,17000,10.0,0.18,N,0,B
27,31200,M,1.0,H,7500,7.74,0.24,N,0,A
31,25000,R,0.0,P,2500,7.4,0.1,N,0,A
29,76320,R,8.0,E,2500,12.61,0.03,Y,0,C
27,15085,R,2.0,V,5500,5.99,0.36,N,1,A
24,44000,O,8.0,P,9000,15.31,0.2,Y,0,D
22,30000,R,1.0,D,15000,15.27,0.5,N,1,C
31,138000,R,0.0,P,24000,15.65,0.17,Y,1,D
30,62000,M,9.0,E,5000,13.11,0.08,Y,0,C
34,32000,R,0.0,H,6400,15.62,0.2,N,1,D
28,56461,R,5.0,E,5400,15.68,0.1,Y,0,E
21,43000,R,2.0,M,9200,8.94,0.21,N,0,A
22,40000,M,6.0,M,7500,7.51,0.19,N,0,A
38,65000,O,12.0,H,3600,8.88,0.06,N,0,B
38,75971,M,10.0,H,18125,14.84,0.24,Y,0,D
22,66300,R,4.0,M,30000,12.69,0.38,N,1,B
22,50000,M,0.0,E,20000,11.48,0.4,N,0,B
65,46000,R,5.0,V,10500,16.32,0.23,Y,0,E
28,110000,M,1.0,M,12000,8.94,0.11,N,0,A
22,48000,R,0.0,D,4800,12.98,0.1,Y,0,C
25,49000,R,10.0,E,9600,7.51,0.2,N,1,A
34,35316,R,5.0,M,7200,14.84,0.2,N,1,D
25,40000,M,1.0,H,4000,7.29,0.1,N,0,A
27,40050,R,3.0,M,3600,14.84,0.09,Y,0,D
23,100000,M,8.0,P,16000,6.17,0.16,N,0,A
22,45000,R,4.0,E,5400,7.29,0.12,N,0,A
26,130000,M,3.0,M,8600,5.99,0.07,N,0,A
27,47000,R,1.0,M,13000,10.99,0.28,N,0,B
25,85000,M,9.0,D,7350,5.79,0.09,N,0,A
41,36000,R,5.0,D,10000,6.03,0.28,N,0,A
23,100000,M,5.0,M,8000,11.49,0.08,N,0,B
30,94000,M,13.0,E,10000,14.27,0.11,N,0,C
32,42000,M,3.0,V,9000,7.74,0.21,N,0,A
27,72000,M,2.0,M,21100,8.9,0.29,N,0,A
23,45600,M,3.0,V,12000,14.65,0.26,Y,0,C
22,90000,M,6.0,P,6400,5.99,0.07,N,0,A
34,135000,R,6.0,V,20000,17.74,0.15,Y,0,E
29,153000,O,13.0,V,3000,10.74,0.02,N,0,B
23,55000,R,4.0,E,25000,11.36,0.45,N,1,B
35,110000,M,4.0,M,4000,13.79,0.04,N,0,C
29,66000,M,10.0,D,7000,9.91,0.11,N,0,B
26,65000,O,1.0,H,4800,13.49,0.07,Y,0,C
23,28872,O,7.0,V,2000,10.37,0.07,N,0,B
31,42000,R,2.0,D,2200,9.63,0.05,N,0,A
22,36000,M,1.0,E,6000,7.51,0.17,N,0,A
23,65000,M,7.0,E,10000,7.49,0.15,N,0,A
22,32496,R,4.0,P,6000,13.04,0.18,N,0,C
24,44000,M,8.0,D,10750,6.17,0.24,N,0,A
42,20400,R,4.0,P,2000,20.99,0.1,Y,0,F
41,54500,M,0.0,E,7700,6.91,0.14,N,0,A
42,82000,R,10.0,V,12000,13.24,0.15,Y,0,D
27,66000,R,11.0,P,20000,12.21,0.3,N,1,B
37,24000,R,5.0,M,6000,11.49,0.25,N,0,B
21,33600,O,5.0,V,3000,11.83,0.09,N,0,B
23,60000,R,2.0,E,8000,8.94,0.13,N,0,A
29,57000,O,5.0,M,5000,11.86,0.09,N,0,B
24,44000,M,7.0,P,10000,9.99,0.23,N,0,B
33,40000,R,15.0,E,15000,9.88,0.38,N,1,B
29,35000,R,1.0,V,15000,7.9,0.43,N,1,A
23,28000,R,4.0,E,7000,10.62,0.25,N,0,B
22,102996,M,6.0,M,8000,7.74,0.08,N,0,A
24,54000,M,9.0,M,15600,13.61,0.29,Y,0,C
29,80000,M,13.0,H,16000,12.84,0.2,Y,0,C
22,60000,M,1.0,P,10000,5.42,0.17,N,0,A
25,56000,M,5.0,P,10250,14.65,0.18,Y,0,C
26,52000,M,7.0,V,6500,10.74,0.13,N,0,B
23,61000,R,3.0,V,8000,13.22,0.13,Y,0,C
24,39000,R,8.0,M,1500,15.62,0.04,Y,0,D
41,33000,R,2.0,M,13750,13.79,0.42,Y,1,C
24,36600,R,4.0,D,3000,9.33,0.08,N,0,B
29,59000,M,9.0,D,18000,15.65,0.31,Y,1,D
23,125000,R,7.0,E,15000,12.99,0.12,N,0,C
25,74800,R,2.0,M,25000,10.99,0.28,N,1,B
28,604000,M,12.0,P,25000,9.01,0.04,N,1,B
34,105000,M,14.0,V,12000,6.99,0.11,N,0,A
29,54548,M,8.0,V,6000,7.14,0.11,N,0,A
25,45000,R,9.0,D,12000,9.62,0.27,N,0,B
33,101000,M,8.0,D,5000,7.49,0.05,N,0,A
24,25000,R,5.0,M,2500,13.48,0.1,Y,0,C
25,16800,R,4.0,M,1200,10.38,0.07,N,0,B
23,65400,M,4.0,V,20000,15.05,0.31,Y,0,D
25,41000,R,3.0,P,8000,10.99,0.2,N,0,B
24,55000,M,8.0,H,10000,5.79,0.18,N,0,A
25,19000,O,3.0,D,4000,7.4,0.21,N,1,A
21,59000,M,5.0,M,25000,9.99,0.42,N,1,B
24,46000,R,2.0,V,9975,13.11,0.22,Y,0,C
27,140987,M,5.0,V,6450,5.99,0.05,N,0,A
25,48902,M,9.0,P,6000,15.23,0.12,Y,1,C
36,62400,M,13.0,V,14100,12.98,0.23,Y,0,C
34,120000,R,4.0,P,12000,11.49,0.1,N,0,B
29,63000,R,13.0,M,10000,7.49,0.16,N,0,A
24,30000,R,1.0,D,3000,13.98,0.1,Y,1,C
26,43000,M,9.0,P,8800,5.42,0.2,N,0,A
23,40000,R,4.0,P,3500,13.23,0.09,Y,0,C
23,41000,R,3.0,M,6000,10.99,0.15,N,0,B
27,32000,R,1.0,D,5800,7.49,0.18,N,0,A
32,48000,O,4.0,E,8000,5.79,0.17,N,0,A
28,80000,M,0.0,H,6500,11.11,0.08,N,0,B
23,34482,R,7.0,P,7000,10.99,0.2,N,0,B
35,126000,R,19.0,E,10000,16.29,0.08,N,0,D
22,36900,R,5.0,V,16000,7.9,0.43,N,1,A
23,100000,R,4.0,E,4150,10.65,0.04,N,0,B
27,83300,M,3.0,M,12000,15.21,0.12,N,1,D
23,90000,M,7.0,M,21000,12.42,0.23,N,0,B
29,82710,R,2.0,P,8000,13.49,0.1,Y,0,C
32,25404,R,16.0,E,9950,12.68,0.39,Y,1,C
23,35000,M,0.0,V,12000,12.42,0.34,N,0,B
37,145000,M,0.0,D,21000,11.99,0.14,N,0,B
33,72250,M,0.0,M,25000,16.0,0.29,Y,1,D
22,150000,R,2.0,M,8200,6.99,0.05,N,0,A
26,47000,M,0.0,P,3000,5.79,0.06,N,0,A
26,24000,R,5.0,M,6000,6.62,0.25,N,0,A
31,60000,M,4.0,H,9600,10.08,0.16,N,0,B
29,48504,R,0.0,D,5000,13.98,0.1,Y,0,C
27,34500,M,2.0,D,5000,9.76,0.14,N,0,B
30,33000,M,3.0,E,5600,10.59,0.17,N,0,B
25,30720,M,3.0,V,2000,11.12,0.07,N,0,B
23,95000,M,0.0,V,10000,9.91,0.11,N,0,B
50,44000,R,14.0,M,20000,20.4,0.45,N,1,G
28,15600,R,4.0,H,5000,10.37,0.32,N,1,B
31,45500,M,5.0,V,7500,11.49,0.16,N,0,B
56,70000,M,7.0,P,15000,10.38,0.21,N,0,B
28,150000,M,5.0,H,15000,7.88,0.1,N,0,A
27,54000,M,0.0,P,12000,16.49,0.22,N,1,D
24,35004,M,5.0,E,7000,5.42,0.2,N,0,A
24,36000,R,0.0,D,12250,11.49,0.34,N,1,B
22,60000,R,0.0,E,14000,12.73,0.23,N,0,C
25,52500,M,4.0,D,9000,7.88,0.17,N,0,A
30,85000,M,0.0,H,18000,13.06,0.21,N,0,C
32,262000,M,12.0,M,12800,9.91,0.05,N,0,B
41,103000,M,2.0,D,20000,14.61,0.19,Y,1,D
26,84000,R,7.0,D,15000,16.0,0.18,Y,1,D
28,63564,R,4.0,M,16000,13.47,0.25,Y,0,C
32,75000,M,2.0,E,2000,15.65,0.03,Y,0,D
25,70000,M,9.0,E,16000,12.18,0.23,N,0,B
30,112000,M,4.0,P,8000,16.02,0.07,Y,0,D
23,54000,R,8.0,V,12000,11.36,0.22,N,0,B
29,59000,M,7.0,D,15000,9.76,0.25,N,1,B
32,83000,M,1.0,E,10000,8.0,0.12,N,0,A
38,64000,R,4.0,D,5000,7.88,0.08,N,0,A
34,58800,M,3.0,H,17000,17.74,0.29,N,1,E
22,42500,R,0.0,E,5000,12.98,0.12,N,0,C
31,68000,O,1.0,V,8000,7.9,0.12,N,0,A
23,120000,O,7.0,V,3600,10.59,0.03,N,0,B
24,33321,O,4.0,V,12250,13.11,0.37,Y,0,C
21,30000,M,0.0,E,2000,14.46,0.07,Y,0,D
24,55000,R,0.0,D,3500,8.88,0.06,N,0,B
28,32500,R,0.0,M,8250,7.51,0.25,N,0,A
31,15000,R,2.0,V,4000,11.49,0.27,N,1,B
23,78000,R,0.0,H,20000,18.25,0.26,Y,1,F
25,58650,R,7.0,M,5600,14.84,0.08,N,1,D
21,63000,M,5.0,D,11200,10.99,0.18,N,0,B
24,42000,O,7.0,M,3000,7.51,0.07,N,0,A
27,68000,R,10.0,D,16500,7.88,0.24,N,0,A
21,42000,T,5.0,D,12000,14.26,0.29,Y,0,C
23,72000,M,7.0,V,9000,6.76,0.13,N,0,A
33,100000,M,3.0,P,15000,10.0,0.15,N,0,B
25,51000,M,7.0,D,7600,12.23,0.15,N,0,C
22,53000,M,6.0,D,7750,7.14,0.15,N,0,A
26,108000,M,7.0,H,10000,13.57,0.09,N,0,C
23,59000,M,0.0,E,21600,11.89,0.37,N,0,B
22,44000,R,1.0,V,16000,16.35,0.36,N,1,E
23,75000,O,7.0,E,12000,12.49,0.16,N,0,D
27,50000,O,7.0,E,8800,12.29,0.18,N,0,C
41,19200,R,2.0,M,2950,16.49,0.15,Y,1,D
35,70000,R,1.0,H,10000,13.98,0.14,N,0,C
26,43000,R,5.0,M,7800,7.88,0.18,N,0,A
23,64000,M,0.0,D,12000,15.62,0.19,Y,1,D
22,63000,R,6.0,H,4000,11.12,0.06,N,1,B
29,45000,R,4.0,V,10000,12.42,0.22,N,0,B
24,79500,R,8.0,H,16000,11.14,0.2,N,0,B
25,36800,R,1.0,M,2875,11.28,0.08,Y,0,C
23,21600,R,5.0,V,7000,6.62,0.32,N,1,A
25,42000,M,9.0,H,12000,9.91,0.29,N,0,B
28,35496,M,5.0,D,5500,11.49,0.15,N,0,B
42,98000,M,2.0,E,18000,11.58,0.18,N,0,B
35,30000,M,2.0,E,3300,5.99,0.11,N,0,A
38,105000,M,22.0,V,12350,6.62,0.12,N,0,A
25,115000,M,1.0,E,20000,15.65,0.17,Y,0,D
34,37000,R,2.0,E,6400,13.61,0.17,N,0,C
